transaction_id,action,recovered,recovered_amount,recovery_time,action_cost
64743,email,1,959.61,164.9,5.0
72807,payment_link,1,808.97,128.9,12.0
257,whatsapp,0,0.0,,18.0
68928,payment_link,1,1326.99,256.8,12.0
69081,retry,1,12219.23,16.3,8.0
91565,retry,1,685.81,528.0,8.0
38087,voice_call,1,614.27,57.7,90.0
85756,whatsapp,1,1641.48,271.7,18.0
35976,whatsapp,0,0.0,,18.0
51196,payment_link,1,495.28,661.8,12.0
91703,retry,0,0.0,,8.0
23467,human_escalation,1,2620.93,162.9,250.0
15363,email,1,790.65,220.3,5.0
89751,retry,1,4143.04,50.6,8.0
70511,retry,1,1010.85,196.1,8.0
72981,retry,1,1054.58,132.6,8.0
2144,retry,1,2344.48,108.0,8.0
4460,payment_link,1,1228.28,172.1,12.0
37169,payment_link,1,1576.93,36.8,12.0
38163,payment_link,1,3666.69,170.5,12.0
13599,retry,0,0.0,,8.0
44497,whatsapp,0,0.0,,18.0
41485,email,0,0.0,,5.0
33211,human_escalation,0,0.0,,250.0
50935,retry,1,1025.58,350.5,8.0
73120,payment_link,0,0.0,,12.0
73010,whatsapp,1,10966.8,238.3,18.0
56140,email,0,0.0,,5.0
74803,payment_link,1,1238.2,144.5,12.0
76242,retry,0,0.0,,8.0
39913,retry,1,3320.59,73.5,8.0
34740,payment_link,1,1546.37,24.1,12.0
22138,payment_link,0,0.0,,12.0
50193,retry,0,0.0,,8.0
43315,email,1,2633.84,330.9,5.0
54718,whatsapp,0,0.0,,18.0
92947,payment_link,0,0.0,,12.0
34452,whatsapp,0,0.0,,18.0
20415,voice_call,1,2429.81,16.4,90.0
66207,payment_link,1,11389.08,74.6,12.0
31542,retry,0,0.0,,8.0
98300,payment_link,1,402.48,58.6,12.0
81460,human_escalation,1,727.0,166.0,250.0
37189,payment_link,1,1391.03,79.3,12.0
38704,whatsapp,0,0.0,,18.0
38477,payment_link,1,2879.91,62.6,12.0
91855,whatsapp,1,1902.34,121.4,18.0
58808,retry,1,1290.44,135.5,8.0
4730,email,1,1135.17,20.5,5.0
13818,retry,0,0.0,,8.0
80861,retry,0,0.0,,8.0
98526,retry,0,0.0,,8.0
49719,whatsapp,1,6009.66,79.7,18.0
69993,retry,0,0.0,,8.0
59963,retry,1,3491.41,137.6,8.0
78211,voice_call,1,3688.57,147.1,90.0
83777,whatsapp,0,0.0,,18.0
7963,voice_call,1,764.7,142.5,90.0
14399,payment_link,1,645.05,46.6,12.0
24741,email,1,608.26,115.2,5.0
45337,retry,0,0.0,,8.0
27983,human_escalation,1,2195.18,143.5,250.0
46463,payment_link,1,2352.5,342.7,12.0
84419,retry,0,0.0,,8.0
680,payment_link,1,4936.38,66.2,12.0
44931,retry,1,989.48,119.7,8.0
87026,email,1,2420.07,93.1,5.0
72943,whatsapp,0,0.0,,18.0
61324,retry,0,0.0,,8.0
58987,payment_link,1,1930.92,184.8,12.0
5940,payment_link,0,0.0,,12.0
15289,whatsapp,0,0.0,,18.0
69466,retry,1,2818.92,121.4,8.0
94505,retry,0,0.0,,8.0
73044,human_escalation,1,800.42,53.7,250.0
1098,retry,1,697.6,446.0,8.0
97161,payment_link,1,1522.72,93.9,12.0
95743,voice_call,0,0.0,,90.0
48060,payment_link,0,0.0,,12.0
56520,retry,1,292.25,192.4,8.0
22976,retry,1,3768.2,111.8,8.0
16217,retry,1,13581.39,43.6,8.0
10730,payment_link,0,0.0,,12.0
36679,email,1,3094.35,174.6,5.0
61101,payment_link,1,1001.79,42.9,12.0
6471,payment_link,1,1008.87,229.8,12.0
51451,payment_link,1,637.91,68.5,12.0
90400,whatsapp,1,963.57,75.0,18.0
31336,voice_call,0,0.0,,90.0
15298,payment_link,0,0.0,,12.0
96726,payment_link,1,480.44,526.0,12.0
83982,payment_link,0,0.0,,12.0
4012,human_escalation,1,212.25,96.8,250.0
18375,retry,0,0.0,,8.0
59828,whatsapp,0,0.0,,18.0
51693,retry,1,5522.97,78.0,8.0
45438,email,0,0.0,,5.0
72497,payment_link,1,3310.83,752.7,12.0
84277,retry,1,2068.35,97.6,8.0
53462,retry,0,0.0,,8.0
87111,human_escalation,0,0.0,,250.0
18096,payment_link,0,0.0,,12.0
98068,voice_call,0,0.0,,90.0
84359,retry,1,815.22,233.2,8.0
27792,email,0,0.0,,5.0
32219,whatsapp,0,0.0,,18.0
69468,retry,0,0.0,,8.0
65967,payment_link,1,1152.12,110.5,12.0
80238,payment_link,1,2992.68,106.0,12.0
58416,payment_link,1,16749.66,93.2,12.0
63801,whatsapp,1,2465.91,34.3,18.0
94797,voice_call,1,2132.52,95.8,90.0
72028,whatsapp,1,4322.2,31.4,18.0
97373,payment_link,0,0.0,,12.0
52533,payment_link,0,0.0,,12.0
83002,payment_link,1,1669.86,209.4,12.0
4768,email,1,1391.87,858.6,5.0
87763,whatsapp,1,547.31,33.3,18.0
8463,whatsapp,0,0.0,,18.0
71408,voice_call,1,1160.1,63.6,90.0
97562,whatsapp,1,2845.2,152.9,18.0
56870,whatsapp,1,2783.13,34.0,18.0
14831,payment_link,1,640.67,127.5,12.0
10962,whatsapp,1,1118.55,294.0,18.0
63497,payment_link,1,722.98,638.2,12.0
61047,human_escalation,1,1532.08,148.0,250.0
78228,human_escalation,1,2569.1,45.1,250.0
96114,voice_call,1,2019.88,105.4,90.0
77002,retry,1,2097.76,37.7,8.0
58257,retry,1,784.44,174.7,8.0
22957,whatsapp,1,2223.86,221.3,18.0
16015,payment_link,1,1215.77,323.8,12.0
62766,retry,1,5154.01,253.8,8.0
96265,email,0,0.0,,5.0
38984,retry,0,0.0,,8.0
29353,voice_call,1,2248.73,78.2,90.0
2883,whatsapp,0,0.0,,18.0
63337,whatsapp,1,674.25,166.7,18.0
51142,human_escalation,0,0.0,,250.0
55745,retry,1,633.46,73.8,8.0
22112,retry,0,0.0,,8.0
18852,email,1,4449.26,148.1,5.0
16242,retry,0,0.0,,8.0
40648,retry,0,0.0,,8.0
89143,whatsapp,1,1917.2,217.7,18.0
16941,payment_link,0,0.0,,12.0
11987,voice_call,1,267.15,163.3,90.0
17780,human_escalation,1,1852.5,588.9,250.0
80327,human_escalation,0,0.0,,250.0
88450,email,1,1045.83,714.6,5.0
82664,payment_link,1,1126.53,68.9,12.0
89703,voice_call,1,841.96,74.5,90.0
87334,payment_link,0,0.0,,12.0
66158,whatsapp,1,1343.5,85.3,18.0
6496,retry,1,3366.35,593.8,8.0
73853,human_escalation,1,1010.84,236.7,250.0
77179,human_escalation,1,2670.5,33.3,250.0
2287,retry,1,1974.02,73.0,8.0
93085,retry,1,2011.44,308.1,8.0
2056,retry,1,3457.95,114.0,8.0
64388,whatsapp,0,0.0,,18.0
61026,human_escalation,0,0.0,,250.0
56042,payment_link,1,1648.39,33.1,12.0
34285,payment_link,1,451.84,218.5,12.0
19816,retry,1,2432.95,42.5,8.0
15984,payment_link,1,1591.73,235.6,12.0
86075,retry,0,0.0,,8.0
94124,email,0,0.0,,5.0
8153,voice_call,1,1555.6,185.4,90.0
83988,human_escalation,1,619.86,506.2,250.0
79294,payment_link,1,3642.32,87.4,12.0
72346,payment_link,0,0.0,,12.0
49422,retry,0,0.0,,8.0
72756,payment_link,1,1561.43,77.8,12.0
67496,retry,1,2141.51,58.1,8.0
28511,whatsapp,1,1536.55,1012.0,18.0
9889,payment_link,0,0.0,,12.0
52272,payment_link,0,0.0,,12.0
89216,voice_call,1,2630.17,170.3,90.0
2654,retry,1,1835.07,201.5,8.0
43732,payment_link,0,0.0,,12.0
86743,retry,1,4219.39,75.5,8.0
54951,email,0,0.0,,5.0
37441,email,1,576.36,328.4,5.0
75671,payment_link,1,552.05,94.9,12.0
38395,retry,1,947.53,11.7,8.0
32056,human_escalation,1,2486.94,143.4,250.0
42468,voice_call,1,1478.0,296.1,90.0
35607,retry,0,0.0,,8.0
58053,email,1,2784.39,44.6,5.0
1551,voice_call,0,0.0,,90.0
3496,voice_call,0,0.0,,90.0
21988,payment_link,1,1987.86,48.1,12.0
47255,whatsapp,0,0.0,,18.0
70219,whatsapp,1,4520.18,131.5,18.0
25470,voice_call,1,610.38,97.3,90.0
49452,whatsapp,1,920.72,460.4,18.0
20825,human_escalation,1,1428.02,72.4,250.0
96495,retry,1,298.93,140.9,8.0
28260,retry,1,2176.78,37.3,8.0
8913,retry,1,8275.78,184.9,8.0
93937,payment_link,1,2182.27,102.8,12.0
12206,retry,1,1734.66,231.4,8.0
97525,whatsapp,0,0.0,,18.0
16178,retry,0,0.0,,8.0
33789,whatsapp,1,3608.54,31.3,18.0
8731,whatsapp,0,0.0,,18.0
6130,payment_link,0,0.0,,12.0
96347,voice_call,1,645.03,385.6,90.0
86859,payment_link,0,0.0,,12.0
96517,voice_call,0,0.0,,90.0
46012,whatsapp,1,1500.93,128.5,18.0
25518,human_escalation,0,0.0,,250.0
70499,whatsapp,1,2702.94,46.0,18.0
27431,voice_call,0,0.0,,90.0
85467,retry,1,1404.74,154.8,8.0
36503,payment_link,1,3087.35,76.5,12.0
88804,retry,0,0.0,,8.0
35538,voice_call,0,0.0,,90.0
17689,retry,1,730.53,80.4,8.0
25189,human_escalation,0,0.0,,250.0
3356,payment_link,1,2769.65,373.8,12.0
26535,retry,1,2284.8,65.9,8.0
64827,payment_link,1,1585.08,116.4,12.0
39772,email,1,865.31,64.5,5.0
45343,human_escalation,1,2121.69,139.7,250.0
16981,voice_call,0,0.0,,90.0
30699,email,1,3384.29,121.3,5.0
72622,retry,0,0.0,,8.0
43717,payment_link,1,592.32,51.2,12.0
7710,whatsapp,1,955.01,83.0,18.0
29796,email,1,2511.75,93.4,5.0
97616,retry,1,2131.12,130.9,8.0
10661,whatsapp,0,0.0,,18.0
69004,payment_link,1,2056.06,58.6,12.0
17181,payment_link,1,1253.38,173.9,12.0
42894,email,1,1349.16,80.0,5.0
76683,human_escalation,1,3732.65,411.6,250.0
93890,email,0,0.0,,5.0
17150,whatsapp,1,5729.61,71.0,18.0
5325,payment_link,0,0.0,,12.0
29053,retry,0,0.0,,8.0
11399,human_escalation,1,684.44,88.6,250.0
22319,retry,0,0.0,,8.0
20225,whatsapp,0,0.0,,18.0
18128,human_escalation,1,5211.8,175.1,250.0
94682,retry,1,1968.63,125.3,8.0
77314,human_escalation,1,1297.98,201.4,250.0
41846,payment_link,1,3358.04,86.7,12.0
89883,whatsapp,1,2949.07,78.0,18.0
69243,payment_link,1,1209.1,101.3,12.0
99743,email,0,0.0,,5.0
53623,human_escalation,0,0.0,,250.0
7572,retry,1,991.03,82.0,8.0
37253,voice_call,1,585.81,146.2,90.0
73387,retry,1,3790.5,191.0,8.0
90613,human_escalation,1,1102.03,140.0,250.0
45843,payment_link,0,0.0,,12.0
41106,retry,0,0.0,,8.0
61391,whatsapp,1,1685.99,109.0,18.0
83855,email,1,591.38,39.7,5.0
25935,whatsapp,1,2287.36,188.3,18.0
62322,email,1,1141.2,181.6,5.0
42745,retry,1,1369.05,269.0,8.0
8907,retry,0,0.0,,8.0
34603,retry,0,0.0,,8.0
73002,whatsapp,0,0.0,,18.0
4708,payment_link,1,2073.7,87.5,12.0
82366,payment_link,1,1453.5,170.0,12.0
33463,retry,1,1700.89,39.6,8.0
53641,retry,0,0.0,,8.0
87669,email,1,2167.65,244.5,5.0
42035,whatsapp,0,0.0,,18.0
95647,whatsapp,1,654.44,564.7,18.0
80304,payment_link,1,2672.2,218.7,12.0
35126,voice_call,0,0.0,,90.0
82434,payment_link,1,1869.61,43.2,12.0
97375,email,0,0.0,,5.0
80297,whatsapp,0,0.0,,18.0
38376,voice_call,1,15576.41,379.6,90.0
65018,payment_link,1,5242.42,175.6,12.0
17981,retry,0,0.0,,8.0
60171,retry,0,0.0,,8.0
14794,payment_link,1,2928.39,31.5,12.0
38901,whatsapp,1,9669.88,183.1,18.0
69696,retry,1,2095.61,157.8,8.0
88339,payment_link,1,4075.03,198.5,12.0
59308,retry,1,2751.19,96.5,8.0
37899,whatsapp,1,883.22,1019.1,18.0
57859,retry,1,3765.16,121.5,8.0
91268,retry,0,0.0,,8.0
94411,payment_link,0,0.0,,12.0
40800,payment_link,1,2443.1,186.0,12.0
3251,retry,1,1018.17,83.5,8.0
25542,whatsapp,0,0.0,,18.0
26063,voice_call,1,1541.05,512.0,90.0
39028,payment_link,0,0.0,,12.0
19555,email,0,0.0,,5.0
78020,human_escalation,0,0.0,,250.0
10483,voice_call,1,299.73,523.5,90.0
45623,retry,1,8362.66,201.2,8.0
13197,retry,1,2777.86,129.4,8.0
51328,email,1,1373.68,96.5,5.0
76584,payment_link,1,1218.12,353.6,12.0
5353,human_escalation,1,3254.11,140.9,250.0
41885,retry,1,5306.92,662.9,8.0
7128,email,1,1084.76,112.5,5.0
27228,retry,1,2996.75,272.5,8.0
68924,payment_link,1,2431.83,655.7,12.0
2581,payment_link,1,1955.87,134.1,12.0
37303,retry,0,0.0,,8.0
95146,retry,1,1973.21,254.0,8.0
12238,retry,1,1862.7,69.2,8.0
75259,email,1,676.41,86.3,5.0
952,retry,1,3613.48,650.2,8.0
63783,whatsapp,1,1969.44,35.6,18.0
99814,whatsapp,1,2488.41,81.8,18.0
69969,whatsapp,1,3469.58,87.6,18.0
48412,whatsapp,1,538.7,229.6,18.0
6742,voice_call,0,0.0,,90.0
55429,retry,1,877.66,181.6,8.0
23956,voice_call,0,0.0,,90.0
91477,payment_link,0,0.0,,12.0
73769,whatsapp,0,0.0,,18.0
55331,whatsapp,1,3234.64,87.2,18.0
17514,human_escalation,1,4305.74,16.0,250.0
66573,retry,1,1941.54,352.2,8.0
99989,email,0,0.0,,5.0
19692,retry,1,756.98,273.4,8.0
39067,retry,0,0.0,,8.0
45038,whatsapp,1,1401.41,124.7,18.0
75092,payment_link,1,1066.85,191.6,12.0
90254,retry,1,2968.84,69.1,8.0
1780,retry,0,0.0,,8.0
23744,retry,1,2317.0,463.7,8.0
15664,human_escalation,1,1802.23,95.8,250.0
8779,email,1,7841.18,23.2,5.0
90312,whatsapp,1,866.81,238.4,18.0
42281,human_escalation,0,0.0,,250.0
76016,voice_call,1,2889.59,31.1,90.0
17459,payment_link,1,2018.62,42.0,12.0
66660,email,0,0.0,,5.0
65262,payment_link,1,2177.4,170.6,12.0
33106,retry,0,0.0,,8.0
23088,human_escalation,1,1546.11,46.5,250.0
76154,email,1,2610.47,38.7,5.0
63740,payment_link,1,853.92,53.5,12.0
3638,voice_call,1,1309.58,53.7,90.0
61373,email,1,1325.68,100.8,5.0
2996,email,0,0.0,,5.0
21989,email,1,4223.67,189.2,5.0
66231,payment_link,1,6595.85,121.8,12.0
56341,payment_link,1,2420.35,188.2,12.0
71282,retry,1,2161.28,176.7,8.0
62754,retry,0,0.0,,8.0
80571,voice_call,0,0.0,,90.0
96812,payment_link,1,1384.05,49.3,12.0
66793,retry,0,0.0,,8.0
77394,whatsapp,1,1913.36,145.9,18.0
74376,whatsapp,1,2604.98,29.4,18.0
87030,payment_link,1,2354.31,40.5,12.0
64706,retry,1,2090.81,602.1,8.0
38350,retry,0,0.0,,8.0
75250,payment_link,0,0.0,,12.0
23819,payment_link,1,1817.19,128.1,12.0
36822,whatsapp,0,0.0,,18.0
78574,retry,1,6347.06,114.0,8.0
79304,voice_call,1,3450.92,53.3,90.0
91560,whatsapp,1,945.27,194.0,18.0
16263,whatsapp,0,0.0,,18.0
45459,retry,1,3778.13,95.4,8.0
29916,email,0,0.0,,5.0
42971,whatsapp,0,0.0,,18.0
70218,payment_link,1,680.57,426.1,12.0
60157,human_escalation,1,3422.8,276.1,250.0
55058,whatsapp,1,6036.39,31.3,18.0
47275,retry,1,5077.19,67.7,8.0
61425,email,0,0.0,,5.0
47367,retry,0,0.0,,8.0
5425,voice_call,1,1552.98,363.5,90.0
36001,whatsapp,1,702.22,143.6,18.0
78848,whatsapp,0,0.0,,18.0
76610,retry,1,1773.69,89.8,8.0
9740,retry,1,2306.89,147.7,8.0
84643,payment_link,1,875.91,118.7,12.0
10672,payment_link,1,1591.51,113.8,12.0
83025,whatsapp,1,694.09,121.2,18.0
2744,email,1,3746.17,114.7,5.0
10645,voice_call,1,846.04,60.1,90.0
56079,whatsapp,1,1479.67,117.6,18.0
19222,payment_link,1,2655.0,99.4,12.0
49413,whatsapp,1,2114.98,156.1,18.0
23151,payment_link,0,0.0,,12.0
50792,payment_link,0,0.0,,12.0
35386,whatsapp,0,0.0,,18.0
7088,whatsapp,0,0.0,,18.0
33401,email,0,0.0,,5.0
98794,email,0,0.0,,5.0
50263,whatsapp,0,0.0,,18.0
96101,voice_call,1,4875.63,305.7,90.0
434,email,0,0.0,,5.0
44515,email,0,0.0,,5.0
29762,email,1,1393.11,54.6,5.0
11688,human_escalation,0,0.0,,250.0
25171,whatsapp,0,0.0,,18.0
3256,payment_link,0,0.0,,12.0
44314,email,1,490.22,175.3,5.0
6677,voice_call,1,1201.52,39.6,90.0
41451,voice_call,1,1081.55,325.4,90.0
93174,voice_call,1,4096.13,297.1,90.0
16460,retry,1,1986.6,180.0,8.0
25409,email,1,1594.44,109.2,5.0
54622,payment_link,1,3122.14,52.4,12.0
33149,payment_link,1,1342.53,439.5,12.0
1942,payment_link,1,1676.81,66.8,12.0
16516,whatsapp,1,7244.23,23.1,18.0
11054,human_escalation,1,8651.01,112.4,250.0
98038,payment_link,1,878.97,85.5,12.0
52936,voice_call,0,0.0,,90.0
38023,human_escalation,1,590.47,145.4,250.0
41220,human_escalation,1,1199.73,52.0,250.0
61892,retry,0,0.0,,8.0
15521,email,0,0.0,,5.0
25940,email,1,1346.73,145.7,5.0
84786,retry,0,0.0,,8.0
16615,voice_call,1,1293.42,181.7,90.0
74113,retry,0,0.0,,8.0
27062,voice_call,0,0.0,,90.0
11121,payment_link,1,4445.8,146.4,12.0
83744,human_escalation,1,958.21,131.5,250.0
22305,retry,1,1657.42,145.6,8.0
66047,retry,0,0.0,,8.0
73669,whatsapp,1,1073.17,212.3,18.0
71409,whatsapp,1,443.91,172.2,18.0
54162,voice_call,1,11813.08,27.9,90.0
80644,whatsapp,1,1298.57,76.5,18.0
7633,payment_link,1,1303.21,124.2,12.0
49696,human_escalation,1,1577.52,55.6,250.0
62238,human_escalation,1,944.72,102.1,250.0
33511,payment_link,1,1268.08,143.5,12.0
5619,human_escalation,1,1721.0,36.7,250.0
42653,retry,1,1478.58,458.4,8.0
46626,retry,0,0.0,,8.0
37402,retry,1,1260.43,86.0,8.0
25497,whatsapp,1,4915.45,179.2,18.0
48316,retry,0,0.0,,8.0
11759,retry,0,0.0,,8.0
47201,email,1,4667.29,62.8,5.0
5608,payment_link,0,0.0,,12.0
32743,whatsapp,0,0.0,,18.0
24872,whatsapp,1,472.56,741.9,18.0
23529,retry,0,0.0,,8.0
13347,whatsapp,0,0.0,,18.0
62163,retry,0,0.0,,8.0
17173,human_escalation,0,0.0,,250.0
13876,retry,1,2042.9,498.4,8.0
16919,human_escalation,1,1935.9,66.1,250.0
33091,payment_link,0,0.0,,12.0
44210,retry,1,2278.91,286.6,8.0
54082,email,1,2394.81,70.2,5.0
8618,whatsapp,1,215.38,42.9,18.0
41168,voice_call,1,3727.72,52.2,90.0
72464,payment_link,0,0.0,,12.0
64758,payment_link,1,1453.18,145.5,12.0
21945,retry,1,612.94,152.7,8.0
70199,whatsapp,0,0.0,,18.0
37923,whatsapp,1,1423.83,369.2,18.0
68415,retry,0,0.0,,8.0
85974,email,1,984.72,94.0,5.0
89239,retry,0,0.0,,8.0
27411,retry,1,1866.75,131.5,8.0
44624,retry,1,1934.99,284.9,8.0
33133,retry,1,996.44,115.0,8.0
70932,voice_call,0,0.0,,90.0
74922,whatsapp,1,1399.67,123.2,18.0
73310,retry,1,6498.11,144.0,8.0
47659,voice_call,1,727.57,66.8,90.0
68947,whatsapp,1,1564.18,379.9,18.0
90445,voice_call,0,0.0,,90.0
72139,human_escalation,1,2369.57,70.3,250.0
62086,whatsapp,1,6442.98,341.8,18.0
94198,whatsapp,1,1232.66,229.2,18.0
89282,whatsapp,1,883.9,77.5,18.0
40871,payment_link,1,633.4,37.2,12.0
81573,email,0,0.0,,5.0
16255,payment_link,1,3786.25,244.4,12.0
47289,payment_link,1,588.11,75.0,12.0
37833,human_escalation,1,4342.16,54.0,250.0
53526,human_escalation,0,0.0,,250.0
73902,human_escalation,1,1610.81,41.9,250.0
62481,payment_link,1,1793.76,476.7,12.0
23065,whatsapp,1,1040.18,320.9,18.0
23387,retry,0,0.0,,8.0
52092,payment_link,1,2100.97,1032.0,12.0
50294,payment_link,1,1708.96,116.5,12.0
45993,email,1,1210.35,107.6,5.0
48230,payment_link,1,644.69,463.9,12.0
50863,retry,1,3417.17,273.7,8.0
32693,retry,0,0.0,,8.0
97601,whatsapp,1,1530.92,76.1,18.0
17728,voice_call,0,0.0,,90.0
93706,payment_link,1,1217.82,104.5,12.0
49697,retry,0,0.0,,8.0
36622,email,0,0.0,,5.0
8805,retry,1,2089.7,291.4,8.0
62625,voice_call,0,0.0,,90.0
83045,whatsapp,0,0.0,,18.0
34,retry,1,7267.11,14.2,8.0
79277,whatsapp,1,2862.0,314.6,18.0
29263,email,0,0.0,,5.0
73193,voice_call,1,3122.34,26.0,90.0
70351,payment_link,0,0.0,,12.0
46520,email,0,0.0,,5.0
40161,retry,0,0.0,,8.0
15352,whatsapp,1,315.03,203.3,18.0
75403,retry,1,762.63,11.1,8.0
62572,retry,1,1305.85,165.4,8.0
61976,email,1,3157.16,20.2,5.0
31529,email,1,1147.04,53.7,5.0
60,payment_link,1,5988.97,528.5,12.0
4978,retry,1,1184.71,86.6,8.0
37806,whatsapp,0,0.0,,18.0
2795,human_escalation,0,0.0,,250.0
63916,human_escalation,1,1846.79,37.6,250.0
89184,retry,0,0.0,,8.0
67727,voice_call,1,1145.63,90.5,90.0
12721,email,1,2089.6,368.8,5.0
15185,voice_call,0,0.0,,90.0
35225,whatsapp,0,0.0,,18.0
40994,retry,1,2647.95,68.3,8.0
12522,retry,0,0.0,,8.0
76739,retry,1,837.79,180.2,8.0
43073,retry,1,2935.31,628.2,8.0
9277,retry,1,3556.37,58.8,8.0
77519,payment_link,1,1751.83,520.9,12.0
33332,retry,0,0.0,,8.0
94538,retry,1,270.66,434.6,8.0
72052,whatsapp,1,2394.84,275.7,18.0
80820,retry,1,3214.53,145.4,8.0
171,whatsapp,1,4325.06,117.8,18.0
76592,whatsapp,1,2417.93,96.1,18.0
86808,whatsapp,1,3570.7,50.8,18.0
69465,payment_link,1,307.5,131.7,12.0
82418,human_escalation,0,0.0,,250.0
10973,whatsapp,1,1518.07,551.5,18.0
52493,retry,1,940.29,213.4,8.0
65512,whatsapp,0,0.0,,18.0
36028,payment_link,0,0.0,,12.0
19068,voice_call,1,1032.67,234.2,90.0
47128,email,0,0.0,,5.0
11473,email,1,1055.28,109.7,5.0
39687,email,0,0.0,,5.0
66690,retry,1,4827.97,281.5,8.0
93325,payment_link,1,6362.45,164.8,12.0
9882,payment_link,1,2935.82,153.4,12.0
17482,whatsapp,1,521.14,605.8,18.0
76655,payment_link,1,2361.15,963.9,12.0
73384,payment_link,1,3279.34,1168.4,12.0
47362,payment_link,0,0.0,,12.0
44943,voice_call,1,1819.39,197.0,90.0
7903,retry,1,2696.1,119.3,8.0
54418,voice_call,0,0.0,,90.0
89425,email,0,0.0,,5.0
76713,retry,0,0.0,,8.0
31167,retry,0,0.0,,8.0
44506,retry,1,515.15,609.5,8.0
75915,human_escalation,1,1716.95,87.9,250.0
71371,human_escalation,1,2488.14,30.0,250.0
66470,retry,1,536.81,293.1,8.0
72197,whatsapp,1,582.43,81.2,18.0
76564,email,1,2830.49,59.2,5.0
75927,payment_link,1,2933.8,45.5,12.0
26888,payment_link,1,2292.71,252.8,12.0
7033,human_escalation,1,1646.74,43.8,250.0
25201,email,1,1966.71,195.6,5.0
25431,payment_link,1,644.3,61.0,12.0
43367,payment_link,1,1515.9,264.7,12.0
71160,payment_link,1,739.44,255.6,12.0
7777,payment_link,0,0.0,,12.0
33927,human_escalation,1,983.58,68.2,250.0
83601,retry,1,1365.4,147.0,8.0
87880,payment_link,1,1518.23,51.8,12.0
36985,payment_link,1,4608.35,249.3,12.0
23068,whatsapp,1,5016.06,400.4,18.0
34795,email,0,0.0,,5.0
9452,voice_call,1,2169.84,105.5,90.0
78140,retry,1,7122.42,202.4,8.0
27668,retry,1,3585.63,69.0,8.0
24368,human_escalation,0,0.0,,250.0
97969,retry,1,14224.42,106.7,8.0
15510,whatsapp,1,2039.01,105.5,18.0
17870,email,1,1327.67,229.5,5.0
83626,whatsapp,0,0.0,,18.0
92436,retry,1,831.56,44.6,8.0
57236,retry,1,1338.75,106.7,8.0
36328,payment_link,1,3896.55,479.4,12.0
54496,whatsapp,1,3944.37,296.8,18.0
53110,payment_link,1,4947.97,25.3,12.0
41179,retry,1,1368.81,144.9,8.0
33276,retry,1,2927.73,153.8,8.0
60077,whatsapp,1,1125.29,94.1,18.0
40421,whatsapp,1,1226.09,152.2,18.0
17303,payment_link,1,1543.12,332.4,12.0
53150,retry,1,830.86,111.1,8.0
36203,email,0,0.0,,5.0
29962,whatsapp,0,0.0,,18.0
3792,voice_call,0,0.0,,90.0
6499,retry,0,0.0,,8.0
31984,human_escalation,1,488.12,56.5,250.0
9499,payment_link,1,1635.9,184.1,12.0
6866,payment_link,1,3196.4,174.8,12.0
95819,email,1,2382.88,146.8,5.0
40286,human_escalation,1,733.63,117.2,250.0
75199,payment_link,1,1999.12,111.8,12.0
56292,email,1,981.01,168.2,5.0
7498,payment_link,1,3039.94,84.4,12.0
70276,payment_link,1,1441.51,28.0,12.0
93419,retry,0,0.0,,8.0
51239,whatsapp,1,3004.67,68.8,18.0
8793,email,1,1772.54,52.8,5.0
49648,retry,0,0.0,,8.0
16622,human_escalation,1,911.5,185.6,250.0
41406,payment_link,0,0.0,,12.0
91430,whatsapp,0,0.0,,18.0
21710,voice_call,1,2149.98,196.1,90.0
97400,email,1,2044.96,35.1,5.0
55123,retry,0,0.0,,8.0
77489,payment_link,1,505.12,116.6,12.0
16879,email,1,1027.8,205.3,5.0
36985,retry,1,4608.35,120.0,8.0
80780,retry,1,3140.59,53.6,8.0
62049,whatsapp,1,1695.53,164.9,18.0
54284,payment_link,0,0.0,,12.0
87195,voice_call,0,0.0,,90.0
49615,payment_link,1,1304.31,44.2,12.0
1285,email,1,4121.8,42.3,5.0
28362,payment_link,1,12501.61,200.8,12.0
58236,payment_link,1,3784.09,254.6,12.0
87750,email,0,0.0,,5.0
81437,retry,1,1535.73,67.8,8.0
81000,human_escalation,1,1814.7,56.1,250.0
57132,payment_link,0,0.0,,12.0
64094,retry,1,1116.53,184.9,8.0
90858,voice_call,0,0.0,,90.0
36685,voice_call,1,1755.1,44.9,90.0
27067,payment_link,1,1520.69,37.6,12.0
11102,email,1,1797.2,92.2,5.0
16004,payment_link,1,2190.85,125.5,12.0
56307,retry,1,1042.32,152.2,8.0
87594,whatsapp,1,1965.88,215.4,18.0
8477,whatsapp,0,0.0,,18.0
6331,email,0,0.0,,5.0
3711,payment_link,1,485.08,122.4,12.0
79756,retry,1,2001.49,185.6,8.0
26331,email,0,0.0,,5.0
98632,retry,1,989.58,90.1,8.0
18330,email,0,0.0,,5.0
15906,payment_link,1,1323.15,181.2,12.0
92598,retry,1,4136.49,31.3,8.0
47359,payment_link,1,1457.52,28.1,12.0
17502,payment_link,1,2677.19,527.1,12.0
37748,retry,0,0.0,,8.0
87740,voice_call,0,0.0,,90.0
55482,email,1,2792.05,215.6,5.0
52409,retry,0,0.0,,8.0
59622,email,0,0.0,,5.0
33893,retry,0,0.0,,8.0
33748,payment_link,0,0.0,,12.0
29721,voice_call,0,0.0,,90.0
50279,retry,1,1543.45,187.4,8.0
95976,email,1,1086.34,153.4,5.0
