customer_id,customer_age,customer_since,total_purchases,total_spend,avg_order_value,purchase_frequency,subscription_status,ltv
73736,44,2021-07-22,18,37490.76,2082.82,3.54,active,73264.82
73737,38,2021-08-14,14,21879.76,1562.84,2.79,active,31190.41
73738,41,2025-09-26,18,47144.52,2619.14,19.86,none,144575.08
73739,27,2025-07-30,13,23053.68,1773.36,12.21,none,63550.25
73740,35,2025-03-16,19,49701.72,2615.88,13.22,none,97466.86
73741,23,2024-06-13,24,89648.64,3735.36,10.94,none,151004.93
73742,25,2024-09-12,15,23155.5,1543.7,7.72,active,89718.47
73743,35,2021-09-13,22,34180.3,1553.65,4.45,active,51709.57
73744,24,2021-02-28,16,43800.8,2737.55,2.92,none,60928.24
73745,25,2024-11-04,23,34644.21,1506.27,12.79,inactive,51483.66
73746,36,2022-07-11,13,17276.09,1328.93,3.16,inactive,23863.29
73747,25,2025-09-11,26,38423.32,1477.82,27.45,inactive,89018.2
73748,41,2025-07-07,22,12498.64,568.12,19.5,active,49626.81
73749,30,2024-07-16,15,35975.1,2398.34,7.13,inactive,72718.11
73750,30,2025-03-19,29,41096.77,1417.13,20.29,none,103521.62
73751,34,2023-02-02,17,35856.06,2109.18,4.78,inactive,55882.29
73752,31,2021-10-22,23,42905.12,1865.44,4.76,active,65736.51
73753,35,2022-12-08,15,29743.65,1982.91,4.05,none,45188.05
73754,24,2023-03-16,11,17150.43,1559.13,3.2,active,28260.58
73755,18,2023-04-11,23,38714.06,1683.22,6.83,none,65430.92
73756,19,2021-01-15,13,17397.64,1338.28,2.32,none,25362.32
73757,28,2024-03-17,14,77968.1,5569.15,5.75,none,146768.79
73758,36,2024-11-08,18,21241.8,1180.1,10.07,active,40310.44
73759,51,2025-02-14,14,48752.48,3482.32,9.21,inactive,162760.51
73760,27,2022-10-23,20,74137.8,3706.89,5.22,active,169200.11
73761,26,2021-06-17,19,19522.12,1027.48,3.67,none,25990.66
73762,35,2023-10-02,14,54256.02,3875.43,4.84,none,109723.98
73763,34,2021-11-29,25,40684.0,1627.36,5.28,none,66146.14
73764,34,2025-02-21,22,33590.48,1526.84,14.66,active,155830.97
73765,30,2024-05-02,14,52635.66,3759.69,6.07,inactive,111498.99
73766,18,2026-01-18,24,24191.76,1007.99,40.4,active,320437.58
73767,34,2025-01-13,24,49125.36,2046.89,14.93,inactive,85329.62
73768,32,2023-05-05,18,36944.1,2052.45,5.45,inactive,66124.14
73769,18,2021-04-29,16,62779.36,3923.71,3.01,inactive,88239.5
73770,37,2024-03-24,32,128437.44,4013.67,13.25,active,245669.35
73771,39,2026-01-30,33,90368.19,2738.43,58.8,none,544359.08
73772,37,2026-04-28,26,48336.08,1859.08,81.17,inactive,331750.11
73773,28,2024-06-26,18,28114.56,1561.92,8.34,active,49854.09
73774,34,2025-01-07,14,36640.38,2617.17,8.62,none,75535.86
73775,24,2023-07-09,22,21604.66,982.03,7.04,none,44448.33
73776,20,2025-12-28,15,15266.25,1017.75,23.02,inactive,47970.47
73777,31,2024-10-17,15,20285.55,1352.37,8.12,none,40749.63
73778,18,2024-11-16,15,18539.1,1235.94,8.49,none,37059.55
73779,31,2026-05-04,20,59164.2,2958.21,65.81,active,455497.84
73780,32,2022-03-13,16,21274.24,1329.64,3.6,active,40501.88
73781,25,2021-11-05,23,32990.51,1434.37,4.79,inactive,48559.12
73782,49,2022-12-20,25,103280.0,4131.2,6.8,active,270163.79
73783,27,2025-09-19,25,65658.5,2626.34,27.02,active,325893.56
73784,34,2025-07-22,13,27537.64,2118.28,11.96,inactive,109110.71
73785,30,2023-06-16,25,83544.5,3341.78,7.84,inactive,142207.53
73786,40,2025-12-31,18,58014.36,3223.02,27.98,none,255599.1
73787,29,2025-02-16,17,12866.79,756.87,11.23,active,35749.44
73788,21,2022-10-22,12,25582.68,2131.89,3.13,none,32931.96
73789,36,2026-04-04,24,102834.72,4284.78,62.17,active,1297235.4
73790,18,2021-06-03,20,17822.6,891.13,3.83,active,30543.24
73791,24,2026-03-26,7,12300.47,1757.21,17.05,none,69796.22
73792,27,2023-06-08,14,14612.5,1043.75,4.36,active,28049.86
73793,28,2025-06-09,16,27795.84,1737.24,13.28,inactive,79397.21
73794,29,2024-04-26,18,14062.5,781.25,7.74,none,23602.63
73795,28,2021-04-22,21,17440.5,830.5,3.94,inactive,28021.24
73796,33,2025-09-10,15,64043.55,4269.57,15.79,active,270424.7
73797,26,2024-08-20,15,17338.05,1155.87,7.47,inactive,35225.54
73798,36,2021-03-09,20,39165.0,1958.25,3.67,active,65439.96
73799,24,2024-04-13,28,20363.0,727.25,11.86,active,48562.83
73800,21,2026-07-26,19,27136.18,1428.22,76.0,none,304099.59
73801,22,2026-08-11,22,44085.58,2003.89,88.0,none,268871.49
73802,28,2024-07-06,15,40431.45,2695.43,7.04,active,104597.33
73803,41,2026-07-19,20,22273.0,1113.65,80.0,inactive,199559.86
73804,32,2025-01-26,11,22998.36,2090.76,7.0,active,116908.56
73805,28,2026-08-05,8,12013.92,1501.74,32.0,active,155399.38
73806,32,2024-06-07,18,24266.52,1348.14,8.15,none,56604.64
73807,21,2022-03-14,21,36519.63,1739.03,4.73,active,75953.06
73808,18,2025-01-29,4,6402.04,1600.51,2.56,active,13479.97
73809,23,2021-10-08,16,28516.8,1782.3,3.28,inactive,40484.37
73810,23,2026-07-20,29,53868.66,1857.54,116.0,active,730897.22
73811,54,2025-10-16,15,18474.9,1231.66,17.62,none,98183.85
73812,49,2025-08-07,20,21957.8,1097.89,19.17,active,137091.19
73813,49,2022-06-28,22,43910.68,1995.94,5.3,none,68929.61
73814,21,2024-02-05,34,135823.88,3994.82,13.35,none,189940.42
73815,48,2022-07-22,23,35498.2,1543.4,5.63,active,70169.0
73816,26,2023-09-26,21,39107.67,1862.27,7.22,active,87318.26
73817,47,2023-06-03,23,25067.47,1089.89,7.14,inactive,39665.93
73818,36,2023-04-09,19,20466.23,1077.17,5.63,active,38915.11
73819,23,2022-09-25,26,30260.1,1163.85,6.65,active,47155.1
73820,47,2024-10-03,24,27238.56,1134.94,12.72,active,59695.43
73821,47,2025-07-23,23,46392.61,2017.07,21.21,active,152431.12
73822,22,2021-07-30,20,31871.8,1593.59,3.95,none,47130.83
73823,35,2023-09-05,25,70260.75,2810.43,8.43,inactive,114231.27
73824,18,2025-09-25,18,38901.42,2161.19,19.8,none,122328.0
73825,28,2025-05-21,19,55014.88,2895.52,15.12,none,146011.9
73826,29,2024-10-22,14,64735.44,4623.96,7.63,active,141822.35
73827,28,2022-09-29,12,24339.84,2028.32,3.08,none,37127.63
73828,47,2022-08-14,15,12652.5,843.5,3.73,active,28150.44
73829,20,2023-10-20,22,64296.98,2922.59,7.74,active,170748.01
73830,30,2026-05-09,22,28169.9,1280.45,75.81,active,391236.73
73831,39,2026-03-26,23,36501.23,1587.01,56.0,active,342478.71
73832,20,2024-01-15,18,23346.0,1297.0,6.91,none,50446.78
73833,24,2024-02-18,22,27031.18,1228.69,8.76,active,60381.22
73834,42,2024-04-11,17,39877.41,2345.73,7.19,active,174803.8
73835,44,2025-11-02,18,40770.54,2265.03,22.36,inactive,124335.66
73836,28,2021-04-12,14,27149.08,1939.22,2.61,none,39090.75
73837,40,2022-07-16,19,25658.93,1350.47,4.63,none,41042.75
73838,46,2023-12-05,16,21957.6,1372.35,5.89,none,35449.38
73839,28,2025-07-25,26,111747.74,4297.99,24.1,active,351821.04
73840,39,2023-08-02,12,27054.24,2254.52,3.92,none,40259.39
73841,28,2023-07-15,19,47756.12,2513.48,6.11,inactive,72314.8
73842,20,2021-12-26,22,30725.42,1396.61,4.72,none,47721.41
73843,32,2025-09-26,15,19757.1,1317.14,16.55,none,100617.42
73844,30,2021-01-27,18,56847.78,3158.21,3.23,none,82981.52
73845,24,2021-09-14,23,24274.66,1055.42,4.66,inactive,40218.87
73846,29,2022-08-10,22,21100.86,959.13,5.45,active,56961.36
73847,30,2023-09-15,16,21690.72,1355.67,5.45,none,36317.41
73848,35,2025-12-14,16,54735.36,3420.96,23.19,active,408088.74
73849,41,2021-05-13,26,33677.8,1295.3,4.93,none,53264.41
73850,41,2025-03-25,21,71665.23,3412.63,14.86,active,238563.82
73851,31,2021-08-22,17,45625.11,2683.83,3.4,none,67694.77
73852,27,2026-05-14,26,35953.84,1382.84,94.02,none,124291.19
73853,44,2025-03-30,12,25107.96,2092.33,8.58,active,88726.47
73854,31,2022-03-19,16,7116.64,444.79,3.61,none,9730.07
73855,27,2025-10-09,13,17435.47,1341.19,14.93,active,67392.98
73856,34,2024-02-15,9,9005.67,1000.63,3.57,active,15556.38
73857,18,2023-09-15,16,24264.64,1516.54,5.45,none,48877.8
73858,28,2026-03-14,16,52238.72,3264.92,36.07,active,418361.75
73859,27,2022-12-07,22,52398.72,2381.76,5.93,active,88917.41
73860,25,2024-12-16,22,25443.22,1156.51,13.07,active,65186.35
73861,35,2025-02-21,19,24916.6,1311.4,12.66,active,74095.26
73862,42,2022-07-19,21,22482.6,1070.6,5.13,active,37433.59
73863,47,2024-07-06,18,56548.8,3141.6,8.45,none,133588.44
73864,28,2022-08-20,24,35256.72,1469.03,5.99,inactive,42791.12
73865,29,2026-03-29,16,12664.32,791.52,39.76,inactive,78564.33
73866,26,2025-10-14,22,53725.32,2442.06,25.67,active,555226.76
73867,37,2026-07-27,23,29279.46,1273.02,92.0,none,123385.71
73868,18,2025-06-15,22,42671.86,1939.63,18.51,none,198867.21
73869,28,2021-05-23,20,27310.2,1365.51,3.81,inactive,39071.39
73870,35,2024-12-26,17,40590.22,2387.66,10.26,inactive,86845.07
73871,26,2021-10-04,23,46725.65,2031.55,4.71,active,73151.64
73872,28,2021-03-13,14,7688.1,549.15,2.57,inactive,12106.84
73873,41,2026-01-19,16,90810.72,5675.67,27.06,active,685958.34
73874,31,2025-01-22,27,28318.14,1048.82,17.06,none,113889.57
73875,43,2024-09-29,16,23271.68,1454.48,8.43,none,58634.75
73876,47,2024-08-06,17,50782.57,2987.21,8.31,active,130272.88
73877,37,2024-07-19,24,33595.68,1399.82,11.46,none,81202.74
73878,29,2023-09-28,21,24429.93,1163.33,7.24,inactive,42038.94
73879,46,2023-09-30,23,92749.11,4032.57,7.94,none,140521.59
73880,18,2024-06-30,19,38554.42,2029.18,8.85,active,78071.32
73881,18,2026-02-06,20,32127.0,1606.35,36.89,none,127658.9
73882,39,2024-07-06,12,8635.44,719.62,5.63,none,16477.68
73883,54,2022-11-02,18,11142.36,619.02,4.73,active,33104.81
73884,38,2024-03-25,26,32107.92,1234.92,10.78,none,48266.36
73885,34,2022-01-19,19,44944.5,2365.5,4.14,active,79864.65
73886,28,2026-02-22,24,43689.84,1820.41,48.16,active,535330.16
73887,37,2021-08-28,19,22186.3,1167.7,3.81,active,37744.33
73888,42,2022-04-08,19,27967.24,1471.96,4.34,inactive,39011.27
73889,39,2021-05-19,23,32288.09,1403.83,4.37,inactive,50314.49
73890,33,2023-01-13,9,19800.0,2200.0,2.49,active,41601.59
73891,41,2024-03-26,21,39822.3,1896.3,8.72,inactive,75228.7
73892,35,2025-01-28,21,20448.75,973.75,13.41,active,88344.17
73893,37,2021-10-01,26,25818.0,993.0,5.31,inactive,33308.41
73894,41,2022-12-16,21,83686.47,3985.07,5.7,none,138779.62
73895,24,2023-10-08,20,56965.4,2848.27,6.96,none,120232.2
73896,32,2023-09-06,22,55136.62,2506.21,7.43,inactive,87008.17
73897,33,2023-09-08,26,45022.9,1731.65,8.79,active,101545.01
73898,21,2026-03-06,11,30363.63,2760.33,23.63,active,173984.5
73899,22,2022-08-09,16,45964.96,2872.81,3.96,inactive,62878.8
73900,26,2021-10-25,21,42056.49,2002.69,4.35,inactive,64226.12
73901,41,2021-06-29,21,30283.47,1442.07,4.08,active,54835.25
73902,30,2026-04-14,21,21620.55,1029.55,58.55,active,144847.14
73903,33,2024-04-06,12,24627.6,2052.3,5.04,active,94325.86
73904,35,2021-05-22,21,25640.37,1220.97,4.0,active,53858.47
73905,38,2025-07-23,13,5168.41,397.57,11.99,none,12496.01
73906,37,2022-09-21,22,50044.5,2274.75,5.61,active,89556.07
73907,33,2026-07-19,26,43013.62,1654.37,104.0,inactive,290816.25
73908,31,2025-11-16,19,23244.6,1223.4,24.78,inactive,71115.43
73909,42,2026-01-18,25,21826.75,873.07,42.08,active,170319.79
73910,28,2026-04-04,18,16993.8,944.1,46.63,none,62605.47
73911,44,2023-02-22,20,22413.2,1120.66,5.72,none,35139.52
73912,27,2022-07-17,16,54242.4,3390.15,3.9,none,85164.44
73913,29,2023-06-16,22,34722.82,1578.31,6.9,none,50709.66
73914,38,2024-07-28,23,37293.58,1621.46,11.11,none,82077.17
73915,53,2024-10-19,13,84605.56,6508.12,7.06,none,183431.87
73916,18,2023-09-21,20,65952.2,3297.61,6.85,active,123024.17
73917,40,2025-10-08,16,38932.64,2433.29,18.32,none,186153.27
73918,36,2021-02-26,15,16557.45,1103.83,2.73,inactive,22291.86
73919,28,2022-03-16,18,86395.14,4799.73,4.06,active,170020.73
73920,35,2026-06-11,24,31061.52,1294.23,96.0,none,342026.53
73921,21,2023-02-10,11,15907.65,1446.15,3.11,inactive,24878.08
73922,25,2023-11-27,18,43620.84,2423.38,6.57,none,69514.25
73923,36,2025-07-25,19,87350.41,4597.39,17.61,inactive,215211.42
73924,23,2022-03-24,9,16054.74,1783.86,2.04,none,26136.33
73925,33,2026-01-11,13,19927.7,1532.9,21.2,inactive,94622.52
73926,26,2022-04-05,15,9484.8,632.32,3.42,active,14397.33
73927,28,2025-01-12,18,22541.76,1252.32,11.18,none,49092.34
73928,42,2024-09-09,18,47806.38,2655.91,9.22,none,90221.78
73929,22,2024-05-21,17,20478.03,1204.59,7.54,active,48885.78
73930,32,2023-08-31,13,11283.48,867.96,4.36,none,19990.29
73931,36,2023-05-24,20,27174.2,1358.71,6.15,inactive,53450.37
73932,34,2025-10-14,17,33756.9,1985.7,19.84,inactive,110575.13
73933,27,2024-04-29,17,31610.14,1859.42,7.34,active,100167.44
73934,35,2021-03-24,18,25193.7,1399.65,3.32,active,42462.13
73935,23,2023-01-02,16,66602.4,4162.65,4.4,active,187599.72
73936,28,2026-02-16,23,27122.52,1179.24,44.68,inactive,166624.66
73937,46,2024-07-27,22,43827.74,1992.17,10.61,inactive,97825.06
73938,38,2022-06-28,26,51981.8,1999.3,6.26,none,74003.55
73939,32,2026-05-26,19,9156.1,481.9,76.0,active,142169.05
73940,36,2026-05-28,16,27854.24,1740.89,64.0,active,315917.48
73941,25,2025-11-14,24,47009.52,1958.73,31.09,none,216935.38
73942,35,2026-06-26,14,17670.8,1262.2,56.0,active,220801.49
73943,28,2024-10-24,28,93392.32,3335.44,15.31,inactive,237454.25
73944,27,2024-04-08,25,31450.0,1258.0,10.53,active,70212.27
73945,31,2022-08-28,17,37211.81,2188.93,4.26,inactive,76184.5
73946,27,2022-12-11,22,49209.38,2236.79,5.95,active,100894.51
73947,33,2022-11-19,25,44576.25,1783.05,6.65,active,94639.47
73948,36,2023-10-16,16,34610.24,2163.14,5.61,none,45138.06
73949,30,2024-06-15,15,12268.8,817.92,6.86,inactive,23943.97
73950,18,2023-02-05,27,18031.41,667.83,7.62,none,32693.37
73951,24,2023-01-30,15,14732.55,982.17,4.21,none,23794.02
73952,22,2022-03-01,24,107750.16,4489.59,5.36,none,153215.31
73953,35,2023-12-12,12,13240.08,1103.34,4.45,none,24872.51
73954,25,2022-06-19,22,18065.52,821.16,5.27,none,23728.21
73955,27,2022-10-19,15,30501.75,2033.45,3.9,none,48501.04
73956,40,2025-04-25,12,27231.6,2269.3,9.04,none,48225.21
73957,25,2024-02-10,16,14614.4,913.4,6.32,inactive,29105.78
73958,34,2021-03-03,28,56448.28,2016.01,5.12,inactive,88975.54
73959,26,2022-05-02,21,87339.21,4159.01,4.87,active,154184.94
73960,28,2024-04-02,19,20859.34,1097.86,7.95,none,34375.07
73961,22,2023-12-13,21,41470.59,1974.79,7.79,active,126149.43
73962,27,2022-05-27,19,10426.44,548.76,4.48,inactive,14051.82
73963,37,2021-12-01,23,112849.96,4906.52,4.87,active,201391.18
73964,23,2022-12-04,15,21049.95,1403.33,4.03,inactive,33024.06
73965,26,2026-07-19,12,21060.84,1755.07,48.0,active,170041.63
73966,52,2023-05-16,16,13461.6,841.35,4.89,none,22438.09
73967,34,2022-03-03,20,18617.6,930.88,4.47,none,30486.09
73968,35,2021-12-02,11,19688.9,1789.9,2.33,none,28023.34
73969,26,2021-05-01,18,25553.34,1419.63,3.39,inactive,43700.67
73970,41,2025-06-11,17,24293.0,1429.0,14.18,inactive,57186.27
73971,43,2023-10-11,17,19922.3,1171.9,5.93,active,39744.87
73972,27,2021-08-18,26,23632.18,908.93,5.19,active,45952.5
73973,42,2025-06-20,12,19835.04,1652.92,10.22,active,71073.63
73974,44,2022-10-16,18,53532.36,2974.02,4.67,inactive,82807.41
73975,18,2024-08-14,24,39651.6,1652.15,11.86,active,100541.53
73976,40,2025-08-31,18,47707.38,2650.41,18.42,none,188090.23
73977,25,2025-08-08,22,16892.48,767.84,21.15,inactive,53498.79
73978,44,2024-03-18,18,68263.74,3792.43,7.4,none,164969.33
73979,25,2024-10-21,23,79100.91,3439.17,12.52,active,218229.69
73980,37,2023-10-13,26,27176.76,1045.26,9.09,none,50541.25
73981,18,2023-06-03,22,35062.28,1593.74,6.83,active,75734.72
73982,42,2023-07-25,16,24217.12,1513.57,5.19,none,40502.48
73983,33,2023-08-03,18,78146.46,4341.47,5.89,inactive,127152.22
73984,44,2025-05-02,12,119309.64,9942.47,9.17,none,274795.86
73985,26,2025-09-03,18,43035.3,2390.85,18.57,none,135164.08
73986,34,2025-06-03,20,15294.4,764.72,16.38,none,43473.49
73987,46,2023-12-16,31,57384.1,1851.1,11.54,none,104139.19
73988,32,2021-08-14,19,75774.47,3988.13,3.78,none,118143.23
73989,36,2026-07-02,17,15479.18,910.54,68.0,inactive,168340.8
73990,38,2021-03-22,18,97559.46,5419.97,3.32,active,128706.44
73991,18,2022-05-09,24,39858.24,1660.76,5.59,none,53083.9
73992,27,2023-01-17,18,11517.3,639.85,5.0,active,25789.72
73993,42,2021-09-03,17,13526.22,795.66,3.42,active,20913.1
73994,18,2022-09-10,21,9076.41,432.21,5.32,none,12166.52
73995,42,2022-06-19,12,13053.48,1087.79,2.87,active,21409.26
73996,27,2023-08-24,13,12355.72,950.44,4.34,none,16648.53
73997,50,2023-05-11,23,80447.1,3497.7,7.0,active,169708.79
73998,36,2024-03-01,26,66300.26,2550.01,10.49,active,129868.21
73999,25,2023-08-17,15,9470.4,631.36,4.97,active,18470.89
74000,41,2021-01-27,21,120368.43,5731.83,3.77,inactive,164328.74
74001,45,2024-04-19,18,39787.92,2210.44,7.68,none,81878.41
74002,37,2022-11-19,19,25948.3,1365.7,5.05,none,45079.56
74003,28,2021-07-14,18,77758.02,4319.89,3.52,active,129895.72
74004,45,2026-05-11,15,28891.65,1926.11,52.68,inactive,291218.03
74005,24,2021-05-14,15,24286.35,1619.09,2.84,none,32234.5
74006,42,2022-04-24,24,45492.96,1895.54,5.54,active,88191.21
74007,18,2026-01-22,12,31599.48,2633.29,20.58,none,235069.54
74008,33,2023-10-17,22,24746.48,1124.84,7.72,inactive,46063.72
74009,27,2021-07-07,22,25310.34,1150.47,4.29,none,35321.77
74010,20,2022-10-31,17,44328.86,2607.58,4.46,none,61386.12
74011,44,2021-06-16,13,28428.4,2186.8,2.51,inactive,41418.54
74012,18,2026-05-07,32,92233.28,2882.29,108.22,active,902770.78
74013,44,2025-01-13,12,23407.2,1950.6,7.47,none,68821.32
74014,18,2021-07-01,12,19880.28,1656.69,2.33,inactive,27762.58
74015,41,2025-09-28,23,52110.87,2265.69,25.53,inactive,150148.27
74016,25,2024-06-20,23,24060.3,1046.1,10.58,none,54732.11
74017,18,2023-10-05,17,43563.35,2562.55,5.9,none,73565.04
74018,28,2021-01-06,17,41237.92,2425.76,3.02,none,57632.25
74019,37,2022-10-18,26,84382.22,3245.47,6.76,active,169389.33
74020,24,2021-03-09,15,13966.35,931.09,2.75,none,20990.27
74021,34,2022-02-13,10,28124.3,2812.43,2.21,none,33907.68
74022,38,2023-11-23,21,43758.96,2083.76,7.64,active,97026.93
74023,45,2024-05-30,23,36375.88,1581.56,10.31,inactive,74664.64
74024,33,2024-11-17,22,22020.02,1000.91,12.48,none,44090.61
74025,42,2022-01-04,19,22102.51,1163.29,4.1,inactive,40796.29
74026,40,2025-06-26,18,12837.24,713.18,15.54,active,24687.89
74027,31,2021-04-20,17,48749.71,2867.63,3.18,active,80849.78
74028,42,2026-03-23,18,31555.62,1753.09,42.97,none,418890.09
74029,40,2024-04-16,19,74895.53,3941.87,8.08,inactive,98371.3
74030,31,2023-04-16,21,20092.17,956.77,6.26,none,37764.42
74031,38,2021-01-06,21,63741.72,3035.32,3.73,none,76933.49
74032,34,2021-08-04,17,32762.06,1927.18,3.37,active,63054.68
74033,37,2024-02-03,20,87483.4,4374.17,7.84,active,361831.34
74034,49,2024-11-13,20,143932.8,7196.64,11.27,inactive,291138.01
74035,25,2025-09-19,18,15131.7,840.65,19.45,active,77542.36
74036,34,2023-07-22,19,36424.52,1917.08,6.15,inactive,55618.94
74037,32,2023-12-09,23,25652.13,1115.31,8.5,none,45458.39
74038,39,2025-06-09,15,16061.25,1070.75,12.45,active,63464.9
74039,28,2026-01-24,17,113833.02,6696.06,29.43,active,798925.11
74040,27,2025-02-12,19,24258.06,1276.74,12.46,active,151523.5
74041,31,2026-03-16,25,51066.0,2042.64,57.07,active,327118.41
74042,36,2023-09-08,14,15038.24,1074.16,4.73,active,42009.73
74043,28,2021-12-04,22,18188.72,826.76,4.66,inactive,25642.23
74044,18,2025-10-23,16,33612.96,2100.81,19.22,none,75626.39
74045,23,2022-09-07,18,56157.3,3119.85,4.55,active,128458.61
74046,45,2024-03-15,14,56790.3,4056.45,5.74,none,122684.62
74047,46,2023-03-06,16,71784.8,4486.55,4.62,active,130000.07
74048,28,2021-01-27,19,31841.34,1675.86,3.41,active,52566.09
74049,48,2024-12-27,27,73808.01,2733.63,16.33,none,138637.05
74050,29,2022-09-13,22,28154.5,1279.75,5.58,none,40216.83
74051,18,2021-12-03,17,10054.65,591.45,3.6,none,12591.05
74052,29,2021-04-18,17,21816.27,1283.31,3.18,none,33836.39
74053,39,2021-05-05,18,23415.84,1300.88,3.4,none,37081.44
74054,27,2022-07-05,23,68402.46,2974.02,5.56,active,113886.07
74055,37,2026-03-21,22,39713.52,1805.16,51.84,active,298782.83
74056,34,2025-10-17,14,31312.82,2236.63,16.5,none,143254.41
74057,29,2022-01-23,22,65237.92,2965.36,4.8,inactive,99795.97
74058,39,2026-07-22,34,175447.14,5160.21,136.0,inactive,1596964.88
74059,43,2024-11-24,23,19952.96,867.52,13.19,active,68474.46
74060,34,2023-07-01,17,63369.37,3727.61,5.4,active,137728.28
74061,37,2021-10-13,16,43643.36,2727.71,3.29,active,78825.57
74062,19,2024-02-16,22,36884.32,1676.56,8.74,inactive,62061.54
74063,45,2025-08-08,20,20769.6,1038.48,19.22,active,102292.37
74064,27,2022-03-17,21,8684.55,413.55,4.73,none,15198.89
74065,24,2021-09-25,21,51567.39,2455.59,4.28,none,74304.23
74066,40,2021-07-08,13,12117.69,932.13,2.54,active,22137.28
74067,29,2022-11-26,15,38259.15,2550.61,4.01,none,50924.85
74068,26,2022-06-12,16,33133.28,2070.83,3.81,inactive,52209.38
74069,29,2026-04-13,20,37958.6,1897.93,55.34,active,289761.93
74070,21,2025-11-09,21,57011.64,2714.84,26.73,inactive,234925.54
74071,26,2023-10-24,22,39084.54,1776.57,7.77,active,94711.98
74072,41,2022-03-01,18,16225.56,901.42,4.02,none,26425.51
74073,42,2023-02-21,26,37309.48,1434.98,7.42,inactive,57791.43
74074,33,2025-04-18,20,49274.4,2463.72,14.85,none,142272.05
74075,26,2025-03-17,24,67954.8,2831.45,16.73,active,218463.23
74076,36,2026-07-11,14,17683.26,1263.09,56.0,active,336675.26
74077,18,2023-12-01,12,17672.4,1472.7,4.4,active,35761.32
74078,43,2025-05-31,21,21503.37,1023.97,17.08,none,90617.21
74079,31,2025-10-20,21,29499.54,1404.74,24.98,active,157116.79
74080,23,2022-03-09,17,31972.41,1880.73,3.81,active,66510.79
74081,45,2023-08-21,19,33158.42,1745.18,6.32,none,55245.53
74082,32,2022-06-04,21,43283.1,2061.1,4.98,none,62775.8
74083,28,2025-04-15,20,21167.4,1058.37,14.76,none,51890.32
74084,50,2022-11-10,22,17487.36,794.88,5.81,active,33690.68
74085,27,2024-07-26,20,24831.0,1241.55,9.64,none,38937.16
74086,39,2022-11-02,18,23962.32,1331.24,4.73,active,39200.2
74087,38,2026-02-14,22,39578.66,1799.03,42.29,none,213640.92
74088,24,2024-01-15,18,36115.56,2006.42,6.91,inactive,64088.21
74089,31,2023-11-08,19,28437.11,1496.69,6.81,inactive,61764.34
74090,30,2023-09-26,13,11724.18,901.86,4.47,active,24397.96
74091,18,2023-08-26,25,58157.0,2326.28,8.35,none,94383.93
74092,18,2026-01-27,14,22924.3,1637.45,24.58,inactive,118170.57
74093,18,2022-12-22,21,17607.24,838.44,5.72,none,29411.12
74094,28,2021-01-22,18,43729.2,2429.4,3.22,none,61242.9
74095,23,2022-06-05,18,20464.2,1136.9,4.27,none,40857.79
74096,24,2022-04-03,24,20520.96,855.04,5.47,active,37440.0
74097,28,2026-01-03,18,33730.2,1873.9,28.34,active,236453.04
74098,32,2021-02-16,17,17186.15,1010.95,3.08,inactive,21277.59
74099,29,2022-09-27,21,54361.44,2588.64,5.38,inactive,83543.21
74100,26,2025-04-02,20,29104.8,1455.24,14.38,none,71494.44
74101,49,2024-02-09,24,68328.48,2847.02,9.47,active,147146.26
74102,30,2021-08-06,17,171730.6,10101.8,3.37,inactive,239944.36
74103,41,2023-07-15,21,20549.97,978.57,6.76,none,31421.83
74104,21,2023-08-08,22,115236.66,5238.03,7.23,none,185798.47
74105,44,2021-08-10,21,29314.74,1395.94,4.17,active,54509.8
74106,27,2022-05-26,24,61215.12,2550.63,5.66,none,90970.08
74107,57,2025-03-05,15,16773.6,1118.24,10.22,active,73444.7
74108,20,2024-04-18,17,22009.73,1294.69,7.25,active,59645.0
74109,22,2021-08-01,20,34423.8,1721.19,3.95,none,49459.18
74110,30,2022-08-18,16,37107.2,2319.2,3.99,active,66711.22
74111,29,2025-01-13,23,29769.13,1294.31,14.31,active,98247.26
74112,21,2025-04-28,16,12748.96,796.81,12.12,active,45855.82
74113,45,2022-05-06,20,33881.4,1694.07,4.65,active,75710.37
74114,44,2026-03-31,21,37788.24,1799.44,52.9,active,350930.24
74115,29,2022-11-11,24,150502.56,6270.94,6.35,active,305642.14
74116,41,2026-01-21,16,22116.96,1382.31,27.31,none,78100.3
74117,45,2022-03-06,22,31541.62,1433.71,4.93,inactive,46081.12
74118,32,2021-03-02,20,33782.8,1689.14,3.65,none,53403.5
74119,26,2023-06-19,23,40129.94,1744.78,7.24,active,91826.5
74120,44,2026-02-11,17,36002.6,2117.8,32.17,active,309415.13
74121,42,2021-12-12,31,23134.68,746.28,6.6,inactive,36201.49
74122,21,2021-05-02,20,33369.2,1668.46,3.77,active,60644.04
74123,45,2025-11-01,21,19907.37,947.97,26.0,active,73269.75
74124,23,2023-02-07,18,24249.24,1347.18,5.08,inactive,33711.57
74125,35,2022-06-26,26,76457.68,2940.68,6.25,active,134550.35
74126,25,2024-09-15,14,58307.06,4164.79,7.23,none,107458.27
74127,33,2024-03-05,22,23455.08,1066.14,8.92,inactive,43744.35
74128,33,2021-07-20,21,67668.51,3222.31,4.12,active,105978.69
74129,52,2025-10-07,17,21795.19,1282.07,19.4,active,72503.88
