amount,payment_method,failure_reason,customer_age,total_purchases,total_spend,avg_order_value,purchase_frequency,subscription_status,ltv,total_interactions,open_rate,click_rate,response_rate,fatigue_score,customer_tenure_days,recovered
5877.36,net_banking,bank_decline,32.0,11,48156.02,4377.82,9.43,none,129347.43,1.0,1.0,0.0,0.0,35.0,426,1
4610.19,credit_card,customer_abandoned,47.0,16,33828.16,2114.26,30.6,active,265953.44,0.0,0.0,0.0,0.0,30.0,191,0
2491.02,net_banking,expired_card,24.0,18,25761.06,1431.17,5.24,active,60261.86,1.0,1.0,1.0,1.0,5.0,1254,1
789.3,wallet,temporary_bank_issue,43.0,24,24440.4,1018.35,4.93,inactive,36654.85,1.0,1.0,1.0,0.0,35.0,1779,1
571.34,debit_card,bank_decline,29.0,21,19599.3,933.3,7.92,inactive,34017.9,1.0,1.0,0.0,0.0,35.0,969,0
732.73,net_banking,temporary_bank_issue,30.0,17,15653.6,920.8,3.1,none,21644.01,0.0,0.0,0.0,0.0,30.0,2005,1
4406.79,upi,bank_decline,21.0,25,87472.0,3498.88,9.94,inactive,177788.11,0.0,0.0,0.0,0.0,30.0,919,1
3382.05,debit_card,expired_card,39.0,14,42391.58,3027.97,25.7,inactive,219005.67,2.0,0.5,0.0,0.0,40.0,199,0
714.44,net_banking,insufficient_funds,27.0,23,20453.9,889.3,4.15,active,32305.37,2.0,1.0,0.5,0.0,40.0,2026,1
2022.38,upi,insufficient_funds,29.0,17,25836.94,1519.82,3.14,active,45933.9,4.0,0.25,0.0,0.0,50.0,1976,1
1508.8,upi,customer_abandoned,32.0,17,25143.17,1479.01,3.23,active,42586.61,0.0,0.0,0.0,0.0,30.0,1920,1
1394.69,debit_card,customer_abandoned,42.0,16,15128.48,945.53,9.64,active,34446.22,2.0,1.0,0.5,0.5,25.0,606,0
4302.87,net_banking,customer_abandoned,39.0,14,35174.16,2512.44,6.7,none,57392.67,0.0,0.0,0.0,0.0,30.0,763,0
1464.28,upi,temporary_bank_issue,35.0,15,29360.25,1957.35,3.29,active,57303.92,2.0,1.0,0.0,0.0,40.0,1666,1
2828.74,credit_card,bank_decline,42.0,16,51971.36,3248.21,3.6,none,79726.57,0.0,0.0,0.0,0.0,30.0,1623,1
4663.1,credit_card,insufficient_funds,29.0,14,74352.18,5310.87,4.54,active,179903.87,3.0,0.6666666666666666,0.0,0.0,45.0,1126,1
952.24,debit_card,insufficient_funds,31.0,20,36462.6,1823.13,5.37,active,61473.56,1.0,0.0,0.0,0.0,35.0,1360,0
1946.5,upi,temporary_bank_issue,32.0,11,26516.38,2410.58,4.69,active,55230.78,0.0,0.0,0.0,0.0,30.0,857,0
1237.21,debit_card,bank_decline,45.0,23,34675.49,1507.63,5.89,none,51696.81,1.0,0.0,0.0,0.0,35.0,1427,1
2062.57,credit_card,network_error,27.0,23,35241.98,1532.26,5.27,inactive,58509.36,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,35.0,1593,0
1287.02,debit_card,insufficient_funds,38.0,21,25819.5,1229.5,4.05,active,36522.41,2.0,1.0,0.0,0.0,40.0,1893,1
2975.76,upi,network_error,22.0,15,30277.8,2018.52,3.22,inactive,46258.25,1.0,1.0,1.0,0.0,35.0,1704,1
1592.59,upi,bank_decline,45.0,16,29807.36,1862.96,3.93,active,47094.69,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,35.0,1486,1
1513.01,credit_card,network_error,39.0,18,24779.7,1376.65,4.49,none,36431.68,1.0,0.0,0.0,0.0,35.0,1465,1
1494.53,credit_card,temporary_bank_issue,22.0,13,16709.16,1285.32,52.0,none,111058.11,1.0,1.0,0.0,0.0,35.0,35,1
1168.48,wallet,network_error,26.0,16,33215.68,2075.98,3.11,none,46884.72,2.0,1.0,0.5,0.0,40.0,1880,1
1826.29,credit_card,bank_decline,35.0,14,25228.7,1802.05,4.54,active,56737.65,0.0,0.0,0.0,0.0,30.0,1126,0
701.22,credit_card,customer_abandoned,34.0,17,12703.59,747.27,25.45,active,97945.65,2.0,1.0,0.0,0.0,40.0,244,0
1121.06,upi,insufficient_funds,31.0,23,37721.84,1640.08,92.0,active,348446.13,1.0,0.0,0.0,0.0,35.0,86,0
1903.53,upi,temporary_bank_issue,20.0,11,13112.66,1192.06,2.68,none,17258.66,1.0,0.0,0.0,0.0,35.0,1498,1
1915.31,upi,bank_decline,27.0,18,32286.24,1793.68,5.99,active,83325.28,1.0,0.0,0.0,0.0,35.0,1097,1
878.2,upi,customer_abandoned,35.0,21,25117.68,1196.08,5.51,active,52323.8,3.0,1.0,0.0,0.0,45.0,1392,1
2578.15,credit_card,bank_decline,30.0,19,55924.79,2943.41,7.17,active,122725.78,2.0,1.0,1.0,1.0,10.0,968,0
2377.39,upi,temporary_bank_issue,26.0,18,30953.88,1719.66,4.34,inactive,47016.49,0.0,0.0,0.0,0.0,30.0,1514,1
1415.76,debit_card,expired_card,36.0,23,25655.35,1115.45,10.45,active,57728.51,0.0,0.0,0.0,0.0,30.0,804,0
971.91,upi,bank_decline,31.0,18,25169.76,1398.32,3.46,active,39470.5,0.0,0.0,0.0,0.0,30.0,1902,0
1181.9,credit_card,insufficient_funds,32.0,28,68741.4,2455.05,5.08,none,84181.99,1.0,1.0,0.0,0.0,35.0,2014,0
3739.92,wallet,network_error,48.0,16,32029.76,2001.86,2.85,none,50552.42,1.0,1.0,1.0,1.0,5.0,2047,1
2900.36,debit_card,customer_abandoned,43.0,13,30363.71,2335.67,3.27,active,48274.57,1.0,0.0,0.0,0.0,35.0,1453,1
1061.13,wallet,bank_decline,48.0,14,26941.04,1924.36,56.0,none,173825.92,2.0,1.0,0.5,0.0,40.0,56,0
5917.24,upi,bank_decline,23.0,11,43415.9,3946.9,13.67,active,170966.5,2.0,1.0,0.0,0.0,40.0,294,1
1543.34,debit_card,network_error,41.0,22,26324.76,1196.58,7.21,active,40025.48,1.0,1.0,0.0,0.0,35.0,1114,1
1527.26,upi,bank_decline,18.0,18,31707.54,1761.53,27.62,active,385184.13,0.0,0.0,0.0,0.0,30.0,238,0
7920.5,upi,temporary_bank_issue,44.0,22,98740.84,4488.22,6.2,none,162358.24,0.0,0.0,0.0,0.0,30.0,1296,1
1272.73,upi,network_error,37.0,19,19195.51,1010.29,4.78,none,29665.13,1.0,1.0,1.0,1.0,5.0,1453,1
3545.19,debit_card,authentication_failed,28.0,17,46250.2,2720.6,4.37,none,66721.92,0.0,0.0,0.0,0.0,30.0,1421,1
2447.32,credit_card,temporary_bank_issue,35.0,18,25627.5,1423.75,3.54,inactive,38604.15,2.0,1.0,0.0,0.0,40.0,1858,1
5970.32,debit_card,customer_abandoned,24.0,15,47171.55,3144.77,5.47,none,79658.72,2.0,1.0,0.0,0.0,40.0,1002,0
2931.18,credit_card,network_error,27.0,16,52835.68,3302.23,3.28,active,97434.87,0.0,0.0,0.0,0.0,30.0,1779,1
704.63,net_banking,authentication_failed,37.0,12,8806.68,733.89,8.06,none,21629.17,1.0,1.0,1.0,1.0,5.0,544,1
564.53,debit_card,bank_decline,39.0,21,12622.89,601.09,4.09,inactive,16931.5,2.0,0.0,0.0,0.0,40.0,1876,1
1061.99,upi,bank_decline,39.0,21,24754.38,1178.78,5.3,none,40767.06,0.0,0.0,0.0,0.0,30.0,1447,0
1976.39,upi,authentication_failed,34.0,22,20613.12,936.96,8.85,active,66063.92,1.0,1.0,0.0,0.0,35.0,908,1
1564.21,upi,bank_decline,26.0,12,30016.56,2501.38,2.26,none,38531.78,2.0,1.0,0.0,0.0,40.0,1937,1
984.27,upi,temporary_bank_issue,26.0,20,38468.8,1923.44,3.84,none,62161.75,1.0,1.0,0.0,0.0,35.0,1901,1
693.21,upi,temporary_bank_issue,37.0,22,18866.98,857.59,5.27,none,28754.23,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,35.0,1524,1
1531.4,upi,insufficient_funds,40.0,27,67799.97,2511.11,6.73,none,93929.96,2.0,0.5,0.0,0.0,40.0,1466,1
1270.19,upi,temporary_bank_issue,24.0,15,32156.1,2143.74,6.38,none,49044.74,0.0,0.0,0.0,0.0,30.0,859,1
12597.85,credit_card,expired_card,38.0,16,132936.32,8308.52,4.31,none,196345.48,0.0,0.0,0.0,0.0,30.0,1357,0
1025.88,debit_card,customer_abandoned,24.0,22,15389.88,699.54,10.21,inactive,31420.55,0.0,0.0,0.0,0.0,30.0,787,1
2980.19,debit_card,network_error,18.0,22,39262.96,1784.68,4.98,inactive,59961.36,1.0,1.0,0.0,0.0,35.0,1613,1
2900.43,net_banking,bank_decline,50.0,12,19872.72,1656.06,6.74,none,35745.59,1.0,0.0,0.0,0.0,35.0,650,0
1612.77,upi,expired_card,29.0,16,18003.2,1125.2,3.67,inactive,26680.33,1.0,1.0,1.0,0.0,35.0,1592,1
3950.72,credit_card,insufficient_funds,18.0,19,58701.64,3089.56,59.31,none,389191.32,1.0,1.0,0.0,0.0,35.0,117,1
2829.42,net_banking,customer_abandoned,39.0,20,34174.6,1708.73,7.17,active,68250.94,1.0,1.0,0.0,0.0,35.0,1019,1
3433.68,wallet,bank_decline,18.0,13,33743.45,2595.65,43.17,none,179390.24,0.0,0.0,0.0,0.0,30.0,110,0
1166.58,debit_card,bank_decline,34.0,18,15659.64,869.98,53.45,active,151279.05,2.0,1.0,0.0,0.0,40.0,123,0
526.12,upi,customer_abandoned,18.0,20,18878.8,943.94,4.25,active,28262.56,2.0,0.5,0.5,0.5,25.0,1720,0
1646.5,upi,temporary_bank_issue,33.0,18,27910.98,1550.61,4.77,active,51999.83,0.0,0.0,0.0,0.0,30.0,1378,1
370.45,credit_card,bank_decline,22.0,17,18607.52,1094.56,3.62,inactive,26561.81,1.0,0.0,0.0,0.0,35.0,1716,1
1702.68,debit_card,authentication_failed,41.0,24,26273.04,1094.71,96.0,active,247564.42,1.0,1.0,1.0,0.0,35.0,24,0
2452.8,credit_card,insufficient_funds,27.0,17,26135.46,1537.38,6.22,active,66031.92,0.0,0.0,0.0,0.0,30.0,999,1
3611.57,debit_card,bank_decline,35.0,23,58565.82,2546.34,6.17,active,109777.25,3.0,0.6666666666666666,0.0,0.0,45.0,1362,1
8479.78,credit_card,customer_abandoned,26.0,13,35973.6,2767.2,6.62,inactive,75101.12,1.0,1.0,0.0,0.0,35.0,717,0
4988.74,upi,insufficient_funds,28.0,12,38261.28,3188.44,2.97,inactive,58712.02,0.0,0.0,0.0,0.0,30.0,1476,1
831.5,upi,network_error,21.0,24,39287.76,1636.99,4.3,none,50576.93,0.0,0.0,0.0,0.0,30.0,2040,0
3084.79,upi,insufficient_funds,49.0,17,45423.32,2671.96,68.0,none,369690.9,0.0,0.0,0.0,0.0,30.0,86,1
419.02,debit_card,network_error,37.0,11,6033.94,548.54,44.0,inactive,24444.67,0.0,0.0,0.0,0.0,30.0,53,1
1519.86,upi,customer_abandoned,37.0,12,18916.32,1576.36,9.06,active,66030.46,1.0,1.0,1.0,1.0,5.0,484,0
689.26,wallet,insufficient_funds,22.0,23,32171.48,1398.76,92.0,active,400027.12,0.0,0.0,0.0,0.0,30.0,66,1
1628.08,debit_card,insufficient_funds,18.0,20,20963.4,1048.17,80.0,none,144464.25,2.0,1.0,0.0,0.0,40.0,55,0
1894.79,credit_card,insufficient_funds,28.0,25,84338.75,3373.55,8.45,active,175821.88,0.0,0.0,0.0,0.0,30.0,1080,1
2345.68,upi,bank_decline,31.0,16,16083.52,1005.22,4.85,active,33600.07,0.0,0.0,0.0,0.0,30.0,1205,1
1059.71,upi,expired_card,47.0,26,25521.34,981.59,25.39,none,106401.42,1.0,1.0,0.0,0.0,35.0,374,1
2642.02,upi,customer_abandoned,45.0,16,39287.04,2455.44,3.68,inactive,54915.09,0.0,0.0,0.0,0.0,30.0,1589,0
3606.29,debit_card,insufficient_funds,25.0,18,44224.92,2456.94,4.13,none,62486.2,0.0,0.0,0.0,0.0,30.0,1590,1
1506.19,debit_card,insufficient_funds,34.0,15,26785.2,1785.68,3.53,active,49264.29,0.0,0.0,0.0,0.0,30.0,1552,1
780.83,upi,temporary_bank_issue,27.0,23,16627.62,722.94,4.76,none,23216.16,0.0,0.0,0.0,0.0,30.0,1766,0
3781.32,upi,insufficient_funds,24.0,25,74158.25,2966.33,6.42,none,104042.35,1.0,1.0,0.0,0.0,35.0,1422,1
525.36,credit_card,temporary_bank_issue,30.0,12,10655.64,887.97,48.0,none,89524.24,1.0,1.0,0.0,0.0,35.0,14,1
762.89,net_banking,bank_decline,25.0,22,25443.22,1156.51,13.07,active,65186.35,0.0,0.0,0.0,0.0,30.0,615,0
718.68,credit_card,bank_decline,42.0,21,24140.76,1149.56,59.46,none,144094.44,0.0,0.0,0.0,0.0,30.0,129,1
540.46,upi,authentication_failed,30.0,19,23640.18,1244.22,11.38,inactive,48499.84,3.0,0.3333333333333333,0.0,0.0,45.0,610,1
1770.76,wallet,customer_abandoned,42.0,21,26126.31,1244.11,7.18,none,48120.06,1.0,1.0,0.0,0.0,35.0,1069,1
1068.21,upi,temporary_bank_issue,37.0,19,23712.0,1248.0,16.06,inactive,69166.15,2.0,1.0,0.5,0.0,40.0,432,1
505.73,upi,expired_card,23.0,18,31639.5,1757.75,3.93,none,42401.38,1.0,1.0,1.0,0.0,35.0,1674,1
2218.67,upi,temporary_bank_issue,26.0,19,50879.53,2677.87,20.41,none,151834.77,3.0,0.3333333333333333,0.0,0.0,45.0,340,1
7490.55,credit_card,network_error,31.0,25,141805.25,5672.21,11.3,active,522412.14,2.0,0.5,0.5,0.0,40.0,808,1
936.91,upi,customer_abandoned,34.0,14,11673.2,833.8,5.72,none,21560.11,1.0,1.0,0.0,0.0,35.0,894,1
2580.9,credit_card,network_error,34.0,20,19888.2,994.41,17.03,active,96134.75,1.0,0.0,0.0,0.0,35.0,429,1
3340.8,upi,authentication_failed,36.0,24,49429.44,2059.56,6.03,active,77447.28,2.0,0.0,0.0,0.0,40.0,1453,1
1639.78,upi,bank_decline,37.0,16,20154.08,1259.63,3.4,active,36279.01,0.0,0.0,0.0,0.0,30.0,1718,1
4580.33,upi,temporary_bank_issue,27.0,24,84804.24,3533.51,5.22,none,114061.09,0.0,0.0,0.0,0.0,30.0,1679,1
660.09,credit_card,temporary_bank_issue,35.0,13,12083.76,929.52,3.99,none,18363.35,0.0,0.0,0.0,0.0,30.0,1191,1
5007.71,credit_card,insufficient_funds,37.0,20,58630.4,2931.52,37.27,none,150192.41,2.0,0.5,0.0,0.0,40.0,196,1
935.45,debit_card,network_error,36.0,14,14782.04,1055.86,4.28,inactive,20331.44,0.0,0.0,0.0,0.0,30.0,1194,1
4650.51,debit_card,expired_card,34.0,18,35210.34,1956.13,3.76,active,54555.02,0.0,0.0,0.0,0.0,30.0,1747,0
3335.31,upi,temporary_bank_issue,41.0,29,82411.62,2841.78,9.71,none,139182.18,2.0,0.5,0.0,0.0,40.0,1091,1
1339.37,upi,customer_abandoned,19.0,27,32459.13,1202.19,43.64,active,230488.33,0.0,0.0,0.0,0.0,30.0,226,1
573.47,debit_card,insufficient_funds,48.0,22,27683.04,1258.32,10.24,none,46824.99,1.0,1.0,1.0,0.0,35.0,785,1
1908.76,upi,temporary_bank_issue,38.0,18,37985.58,2110.31,9.49,active,144701.81,1.0,1.0,0.0,0.0,35.0,693,1
1481.78,upi,insufficient_funds,46.0,20,49669.4,2483.47,20.46,none,160102.6,1.0,1.0,0.0,0.0,35.0,357,0
1382.51,upi,customer_abandoned,22.0,22,20934.1,951.55,4.58,inactive,28612.9,1.0,0.0,0.0,0.0,35.0,1756,1
7020.41,credit_card,bank_decline,44.0,16,53178.4,3323.65,20.8,none,120302.39,2.0,0.5,0.5,0.5,25.0,281,0
1229.33,upi,insufficient_funds,29.0,16,32481.92,2030.12,5.28,active,79818.67,0.0,0.0,0.0,0.0,30.0,1106,1
2651.62,credit_card,customer_abandoned,37.0,23,112849.96,4906.52,4.87,active,201391.18,0.0,0.0,0.0,0.0,30.0,1726,0
371.87,upi,authentication_failed,28.0,15,6735.75,449.05,3.0,none,10495.31,0.0,0.0,0.0,0.0,30.0,1828,1
1435.93,upi,insufficient_funds,38.0,20,25595.0,1279.75,5.07,none,41344.16,1.0,1.0,0.0,0.0,35.0,1440,1
2272.73,wallet,expired_card,21.0,9,36162.9,4018.1,36.0,inactive,245025.98,0.0,0.0,0.0,0.0,30.0,15,0
2643.73,upi,expired_card,18.0,15,18101.85,1206.79,60.0,none,150300.38,0.0,0.0,0.0,0.0,30.0,33,0
1570.95,upi,bank_decline,31.0,22,15538.38,706.29,5.59,inactive,23083.33,3.0,0.3333333333333333,0.0,0.0,45.0,1438,1
631.62,upi,temporary_bank_issue,44.0,19,15455.74,813.46,17.89,active,59325.17,0.0,0.0,0.0,0.0,30.0,388,1
1142.89,debit_card,temporary_bank_issue,41.0,23,34486.43,1499.41,92.0,active,853392.85,0.0,0.0,0.0,0.0,30.0,72,1
563.97,upi,insufficient_funds,21.0,18,13752.18,764.01,3.37,inactive,18453.85,0.0,0.0,0.0,0.0,30.0,1952,1
914.59,upi,expired_card,42.0,18,18445.5,1024.75,6.88,inactive,33675.83,0.0,0.0,0.0,0.0,30.0,956,1
4290.34,debit_card,expired_card,47.0,27,58985.01,2184.63,5.2,active,97047.03,1.0,0.0,0.0,0.0,35.0,1896,0
2102.93,upi,temporary_bank_issue,38.0,10,11819.0,1181.9,8.13,none,31419.25,1.0,1.0,0.0,0.0,35.0,449,1
999.05,upi,bank_decline,18.0,13,9101.04,700.08,4.51,active,24783.43,2.0,0.5,0.0,0.0,40.0,1053,1
6114.72,debit_card,customer_abandoned,18.0,19,64178.96,3377.84,4.31,active,106854.63,0.0,0.0,0.0,0.0,30.0,1612,0
2477.35,debit_card,customer_abandoned,38.0,18,55691.46,3093.97,14.48,active,192095.95,0.0,0.0,0.0,0.0,30.0,454,1
559.19,upi,network_error,25.0,18,12778.2,709.9,15.11,active,53314.01,2.0,1.0,0.5,0.0,40.0,435,1
3890.02,debit_card,insufficient_funds,32.0,19,53640.23,2823.17,76.0,active,786035.14,1.0,0.0,0.0,0.0,35.0,88,0
883.71,upi,network_error,35.0,25,18296.75,731.87,4.87,none,23156.87,0.0,0.0,0.0,0.0,30.0,1874,1
2035.61,upi,expired_card,47.0,18,46360.62,2575.59,7.26,active,107597.45,1.0,1.0,0.0,0.0,35.0,905,0
2057.89,credit_card,authentication_failed,20.0,16,28738.4,1796.15,3.8,inactive,44535.54,1.0,1.0,0.0,0.0,35.0,1536,1
2453.57,upi,insufficient_funds,31.0,15,36129.45,2408.63,4.14,active,69088.34,0.0,0.0,0.0,0.0,30.0,1323,0
2602.83,upi,bank_decline,33.0,19,35877.51,1888.29,3.88,inactive,54196.73,0.0,0.0,0.0,0.0,30.0,1789,1
4729.31,credit_card,network_error,31.0,17,97170.64,5715.92,3.78,inactive,124058.59,2.0,1.0,0.5,0.0,40.0,1643,0
1886.65,upi,network_error,18.0,12,14173.92,1181.16,2.97,active,24270.84,2.0,0.5,0.0,0.0,40.0,1475,1
2156.33,upi,insufficient_funds,33.0,12,21993.84,1832.82,17.6,active,100510.01,4.0,0.5,0.25,0.0,50.0,249,1
1435.18,upi,temporary_bank_issue,30.0,14,23948.26,1710.59,32.99,none,139645.72,2.0,0.5,0.0,0.0,40.0,155,1
2559.71,upi,expired_card,31.0,19,32473.66,1709.14,3.78,none,45730.91,0.0,0.0,0.0,0.0,30.0,1837,1
1478.0,upi,temporary_bank_issue,23.0,32,34092.48,1065.39,7.56,none,58270.01,0.0,0.0,0.0,0.0,30.0,1546,1
2409.9,credit_card,authentication_failed,38.0,15,21033.9,1402.26,8.31,active,94729.03,1.0,1.0,0.0,0.0,35.0,659,0
1074.7,upi,network_error,55.0,11,14720.64,1338.24,2.56,inactive,21271.59,1.0,0.0,0.0,0.0,35.0,1568,0
3694.66,upi,temporary_bank_issue,34.0,26,90188.28,3468.78,18.69,active,238998.89,4.0,1.0,0.0,0.0,50.0,508,1
2278.05,debit_card,bank_decline,18.0,21,28562.52,1360.12,5.48,inactive,37972.08,1.0,0.0,0.0,0.0,35.0,1400,0
841.8,upi,authentication_failed,36.0,20,29954.6,1497.73,3.87,none,41033.63,0.0,0.0,0.0,0.0,30.0,1887,0
1388.43,upi,customer_abandoned,32.0,14,34939.1,2495.65,14.36,active,181005.06,2.0,0.5,0.0,0.0,40.0,356,1
1157.02,upi,customer_abandoned,24.0,19,26517.54,1395.66,3.59,none,32777.75,2.0,1.0,1.0,0.5,25.0,1935,1
3623.27,debit_card,insufficient_funds,33.0,22,62181.9,2826.45,51.84,inactive,515662.77,2.0,1.0,0.5,0.5,25.0,155,1
3414.97,upi,customer_abandoned,45.0,20,49859.8,2492.99,6.98,inactive,97991.45,1.0,1.0,1.0,0.0,35.0,1047,0
2936.92,upi,temporary_bank_issue,37.0,24,105704.4,4404.35,5.94,inactive,159920.57,0.0,0.0,0.0,0.0,30.0,1477,1
3498.85,net_banking,network_error,39.0,23,99886.47,4342.89,33.07,inactive,606020.62,0.0,0.0,0.0,0.0,30.0,254,1
1918.44,credit_card,customer_abandoned,40.0,16,30399.36,1899.96,4.64,none,49646.72,0.0,0.0,0.0,0.0,30.0,1260,0
1728.95,upi,customer_abandoned,18.0,23,44278.91,1925.17,5.81,none,57499.1,1.0,1.0,1.0,0.0,35.0,1446,0
4021.47,debit_card,temporary_bank_issue,36.0,18,30270.6,1681.7,33.37,active,242623.5,3.0,0.6666666666666666,0.0,0.0,45.0,197,1
2188.71,credit_card,expired_card,25.0,14,22945.58,1638.97,3.56,none,32936.09,0.0,0.0,0.0,0.0,30.0,1436,1
1125.15,upi,insufficient_funds,47.0,17,14327.94,842.82,18.99,none,47072.87,1.0,1.0,1.0,1.0,5.0,327,0
1107.92,net_banking,customer_abandoned,26.0,17,22002.93,1294.29,3.48,none,26946.57,3.0,0.0,0.0,0.0,45.0,1786,1
6247.59,wallet,insufficient_funds,49.0,21,60532.92,2882.52,20.51,active,205842.1,2.0,1.0,0.0,0.0,40.0,374,1
4397.24,upi,expired_card,29.0,23,93378.62,4059.94,59.58,active,2028508.42,1.0,1.0,0.0,0.0,35.0,141,0
2072.36,debit_card,temporary_bank_issue,18.0,22,31782.3,1444.65,8.82,none,53696.37,1.0,0.0,0.0,0.0,35.0,911,0
1980.84,upi,insufficient_funds,43.0,17,24432.57,1437.21,17.89,none,88679.87,0.0,0.0,0.0,0.0,30.0,347,0
939.78,upi,insufficient_funds,35.0,21,17777.34,846.54,5.45,inactive,24919.05,0.0,0.0,0.0,0.0,30.0,1408,1
2801.07,upi,bank_decline,39.0,24,51048.0,2127.0,5.47,none,78142.26,2.0,0.5,0.5,0.0,40.0,1603,0
1793.7,wallet,network_error,29.0,21,49563.15,2360.15,5.33,none,75910.77,0.0,0.0,0.0,0.0,30.0,1438,1
1462.01,debit_card,customer_abandoned,33.0,15,24348.15,1623.21,2.79,active,37604.03,0.0,0.0,0.0,0.0,30.0,1967,1
3836.98,net_banking,customer_abandoned,24.0,11,33450.45,3040.95,11.13,none,141351.43,0.0,0.0,0.0,0.0,30.0,361,1
7283.54,debit_card,customer_abandoned,31.0,17,81942.89,4820.17,4.45,none,120098.69,1.0,1.0,1.0,1.0,5.0,1395,1
3264.46,upi,temporary_bank_issue,33.0,16,40098.56,2506.16,5.1,inactive,71269.2,1.0,1.0,0.0,0.0,35.0,1147,1
747.69,upi,customer_abandoned,35.0,23,15806.98,687.26,5.16,none,21336.27,0.0,0.0,0.0,0.0,30.0,1627,1
1351.05,credit_card,authentication_failed,26.0,11,32198.87,2927.17,2.26,active,56587.41,0.0,0.0,0.0,0.0,30.0,1777,1
664.99,debit_card,insufficient_funds,32.0,23,46536.59,2023.33,24.07,inactive,111090.44,2.0,1.0,0.5,0.5,25.0,349,0
1546.97,net_banking,authentication_failed,18.0,15,11761.95,784.13,6.6,active,22116.8,0.0,0.0,0.0,0.0,30.0,830,0
1523.54,debit_card,insufficient_funds,18.0,21,11767.35,560.35,4.35,none,14191.71,2.0,1.0,0.5,0.0,40.0,1765,1
779.41,debit_card,insufficient_funds,28.0,21,21378.21,1018.01,4.95,inactive,34995.09,1.0,0.0,0.0,0.0,35.0,1550,1
3106.23,upi,insufficient_funds,37.0,23,63884.34,2777.58,5.87,active,114981.43,1.0,0.0,0.0,0.0,35.0,1432,1
3501.01,upi,network_error,18.0,23,70775.6,3077.2,6.15,none,98690.41,1.0,1.0,1.0,1.0,5.0,1365,1
2069.57,debit_card,customer_abandoned,36.0,23,52195.74,2269.38,8.46,active,120633.52,0.0,0.0,0.0,0.0,30.0,993,0
2243.07,wallet,temporary_bank_issue,42.0,23,86565.1,3763.7,5.02,none,119935.57,0.0,0.0,0.0,0.0,30.0,1672,1
5251.61,upi,expired_card,22.0,16,49386.88,3086.68,5.7,none,80224.71,0.0,0.0,0.0,0.0,30.0,1026,1
2327.36,upi,authentication_failed,34.0,30,73195.5,2439.85,11.72,none,144209.37,0.0,0.0,0.0,0.0,30.0,935,1
1741.19,debit_card,bank_decline,28.0,19,42259.42,2224.18,43.1,active,436349.47,0.0,0.0,0.0,0.0,30.0,161,1
1044.06,credit_card,temporary_bank_issue,30.0,24,42588.24,1774.51,8.5,none,91621.57,1.0,1.0,1.0,1.0,5.0,1031,1
792.34,credit_card,temporary_bank_issue,37.0,19,23387.48,1230.92,7.85,none,38747.63,0.0,0.0,0.0,0.0,30.0,884,1
1154.2,upi,temporary_bank_issue,25.0,19,37021.88,1948.52,10.79,active,107618.53,1.0,1.0,0.0,0.0,35.0,643,1
159.48,upi,network_error,27.0,22,7239.98,329.09,3.96,inactive,8630.2,2.0,0.5,0.0,0.0,40.0,2028,0
5197.76,wallet,bank_decline,28.0,16,66440.48,4152.53,5.22,none,99354.58,0.0,0.0,0.0,0.0,30.0,1119,1
1882.72,credit_card,customer_abandoned,28.0,12,25957.08,2163.09,2.62,none,36634.92,0.0,0.0,0.0,0.0,30.0,1670,0
1172.9,wallet,temporary_bank_issue,33.0,22,13958.56,634.48,4.98,inactive,21334.82,0.0,0.0,0.0,0.0,30.0,1614,1
1044.31,debit_card,insufficient_funds,45.0,16,28109.12,1756.82,4.57,active,60986.04,3.0,0.3333333333333333,0.3333333333333333,0.0,45.0,1279,0
6100.78,upi,insufficient_funds,38.0,15,56226.9,3748.46,15.61,active,185539.65,1.0,1.0,0.0,0.0,35.0,351,0
2640.76,credit_card,insufficient_funds,21.0,20,45470.0,2273.5,6.6,none,88060.68,1.0,1.0,0.0,0.0,35.0,1106,0
1091.95,upi,network_error,28.0,14,28850.64,2060.76,4.55,none,54983.48,0.0,0.0,0.0,0.0,30.0,1123,1
2418.31,upi,network_error,26.0,12,24018.36,2001.53,8.78,inactive,41426.96,0.0,0.0,0.0,0.0,30.0,499,1
2834.08,wallet,network_error,32.0,16,37824.0,2364.0,4.3,active,68264.67,0.0,0.0,0.0,0.0,30.0,1359,1
1359.94,upi,network_error,39.0,28,41328.28,1476.01,33.64,active,204955.84,1.0,0.0,0.0,0.0,35.0,304,0
2717.13,upi,temporary_bank_issue,18.0,24,35619.36,1484.14,9.51,none,53552.56,1.0,1.0,1.0,0.0,35.0,922,1
908.73,upi,expired_card,18.0,17,39941.67,2349.51,11.96,none,99632.03,2.0,0.5,0.0,0.0,40.0,519,1
1296.32,upi,network_error,36.0,18,28408.32,1578.24,8.79,active,62447.14,0.0,0.0,0.0,0.0,30.0,748,1
1996.22,wallet,network_error,31.0,14,31085.74,2220.41,5.24,inactive,42994.52,3.0,0.3333333333333333,0.3333333333333333,0.0,45.0,976,1
2261.59,credit_card,authentication_failed,26.0,22,39469.98,1794.09,10.4,active,99201.24,3.0,1.0,0.6666666666666666,0.3333333333333333,35.0,773,1
